old_url,new_url,action,release_gate,reason
https://psitrends.com/fest-details,https://psitrends.com/fest-details,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/about-us,https://psitrends.com/studies/about-us,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/stud-prog/trpy-events,https://psitrends.com/stud-prog/trpy-events,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/master-taory,https://psitrends.com/studies/master-taory,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/magister-sham-trpi,https://psitrends.com/studies/magister-sham-trpi,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/stud-prog,https://psitrends.com/stud-prog,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/adv/runes-business,https://psitrends.com/studies/adv/runes-business,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/tantra,https://psitrends.com/studies/tantra,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/adv/myst,https://psitrends.com/studies/adv/myst,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/master-taory/reiki-faq,https://psitrends.com/studies/master-taory/reiki-faq,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/advanced-ru/tantra-ru,https://psitrends.com/ru/cat-train-ru/advanced-ru/tantra-ru,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/advanced-ru/runes-business-ru,https://psitrends.com/ru/cat-train-ru/advanced-ru/runes-business-ru,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/advanced-ru/myst-ru,https://psitrends.com/ru/cat-train-ru/advanced-ru/myst-ru,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/advanced-ru/element,https://psitrends.com/ru/cat-train-ru/advanced-ru/element,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/advanced-ru/hypno-love-ru,https://psitrends.com/ru/cat-train-ru/advanced-ru/hypno-love-ru,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/advanced-ru/gypno-egypt,https://psitrends.com/ru/cat-train-ru/advanced-ru/gypno-egypt,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/%D1%81ourse-swap,https://psitrends.com/%D1%81ourse-swap,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/adv/elemental-en,https://psitrends.com/studies/adv/elemental-en,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/archetypal-diagnostics-form-ru,https://psitrends.com/ru/archetypal-diagnostics-form-ru,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/adv/elemental-water,https://psitrends.com/studies/adv/elemental-water,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/categories,https://psitrends.com/categories,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/%D1%81ategories-therapy,https://psitrends.com/%D1%81ategories-therapy,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/%D1%81ategories-train,https://psitrends.com/%D1%81ategories-train,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies,https://psitrends.com/studies,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/adv,https://psitrends.com/studies/adv,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/course,https://psitrends.com/course,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru,https://psitrends.com/ru/cat-train-ru,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/advanced-ru,https://psitrends.com/ru/cat-train-ru/advanced-ru,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/about-us-ru,https://psitrends.com/ru/cat-train-ru/about-us-ru,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/adv/artifacts,https://psitrends.com/studies/adv/artifacts,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/shkola-rejki-iggdrasil,https://psitrends.com/ru/cat-train-ru/shkola-rejki-iggdrasil,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/advanced-ru/knigi,https://psitrends.com/ru/cat-train-ru/advanced-ru/knigi,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/video-kursy,https://psitrends.com/ru/video-kursy,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/video-kursy/meditatsii-solntsa,https://psitrends.com/ru/video-kursy/meditatsii-solntsa,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/video-kursy/kurs-grecheskie-misterii-kanal-demetry,https://psitrends.com/ru/video-kursy/kurs-grecheskie-misterii-kanal-demetry,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/video-kursy/kurs-sila-planet,https://psitrends.com/ru/video-kursy/kurs-sila-planet,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/video-kursy/meditatsii-sily-i-zashchity,https://psitrends.com/ru/video-kursy/meditatsii-sily-i-zashchity,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/video-kursy/arkhetipy-majya,https://psitrends.com/ru/video-kursy/arkhetipy-majya,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/video-kursy/kurs-zhrechestvo-egipta-osiris,https://psitrends.com/ru/video-kursy/kurs-zhrechestvo-egipta-osiris,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/video-kursy/kurs-misterii-dionisa,https://psitrends.com/ru/video-kursy/kurs-misterii-dionisa,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/business,https://psitrends.com/business,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/therapy/alchemy,https://psitrends.com/therapy/alchemy,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/meditations-of-the-sun,https://psitrends.com/studies/meditations-of-the-sun,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/studies/books,https://psitrends.com/studies/books,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/mysteries/mysteries-of-love,https://psitrends.com/mysteries/mysteries-of-love,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/skoly/misterii-gretsii,https://psitrends.com/ru/cat-train-ru/skoly/misterii-gretsii,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/skoly/severnaya-magiya-run,https://psitrends.com/ru/cat-train-ru/skoly/severnaya-magiya-run,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/skoly/misterii-egipta,https://psitrends.com/ru/cat-train-ru/skoly/misterii-egipta,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/biznes,https://psitrends.com/ru/biznes,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/misterii/podskazki-bogov,https://psitrends.com/ru/misterii/podskazki-bogov,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/thrpy-ru/arkhetipicheskaya-gomeopatiya,https://psitrends.com/ru/thrpy-ru/arkhetipicheskaya-gomeopatiya,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/thrpy-ru/obraznaya-psikhoterapiya,https://psitrends.com/ru/thrpy-ru/obraznaya-psikhoterapiya,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/misterii/malye-misterii-arkhetipy-lyubvi,https://psitrends.com/ru/misterii/malye-misterii-arkhetipy-lyubvi,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/misterii/bolshie-misterii-arkhetipy-bogov,https://psitrends.com/ru/misterii/bolshie-misterii-arkhetipy-bogov,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/misterii,https://psitrends.com/ru/misterii,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/business/process-support-mandala,https://psitrends.com/business/process-support-mandala,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/mysteries,https://psitrends.com/mysteries,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/mysteries/great-mysteries-archetypes-of-the-gods,https://psitrends.com/mysteries/great-mysteries-archetypes-of-the-gods,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/thrpy-ru/1-ur-terapiya-lichnosti-gomeopatiya,https://psitrends.com/ru/thrpy-ru/1-ur-terapiya-lichnosti-gomeopatiya,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/thrpy-ru/2-ur-terapiya-travm-gomeopatiya-sublichnostej,https://psitrends.com/ru/thrpy-ru/2-ur-terapiya-travm-gomeopatiya-sublichnostej,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/thrpy-ru/3-ur-terapiya-opor-glubinnaya-gomeopatiya,https://psitrends.com/ru/thrpy-ru/3-ur-terapiya-opor-glubinnaya-gomeopatiya,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/therapy/3rd-lvl-support-therapy-deep-homeopathy,https://psitrends.com/therapy/3rd-lvl-support-therapy-deep-homeopathy,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/therapy/4th-level-spirit-and-family-therapy-sacred-homeopathy,https://psitrends.com/therapy/4th-level-spirit-and-family-therapy-sacred-homeopathy,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/mandaly-i-artefakty,https://psitrends.com/ru/mandaly-i-artefakty,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/mandaly-i-artefakty/mandala-velikoj-materi,https://psitrends.com/ru/mandaly-i-artefakty/mandala-velikoj-materi,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/mandaly-i-artefakty/mandala-velikogo-ottsa,https://psitrends.com/ru/mandaly-i-artefakty/mandala-velikogo-ottsa,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/mandaly-i-artefakty/mandala-sila-roda,https://psitrends.com/ru/mandaly-i-artefakty/mandala-sila-roda,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/mandalas-and-artifacts,https://psitrends.com/mandalas-and-artifacts,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/mandalas-and-artifacts/mandala-of-the-great-mother,https://psitrends.com/mandalas-and-artifacts/mandala-of-the-great-mother,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/mandalas-and-artifacts/mandala-of-the-great-father,https://psitrends.com/mandalas-and-artifacts/mandala-of-the-great-father,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/mandalas-and-artifacts/mandala-power-of-the-family,https://psitrends.com/mandalas-and-artifacts/mandala-power-of-the-family,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/thrpy-ru/stati,https://psitrends.com/ru/thrpy-ru/stati,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/therapy/articles,https://psitrends.com/therapy/articles,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/en/,https://psitrends.com/,KEEP_EXISTING_REDIRECT,No route mutation,Preserve observed existing destination; no new blanket redirect
https://psitrends.com/categories-thrpy/thrpy,https://psitrends.com/categories-thrpy/thrpy,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/contact-us,https://psitrends.com/contact-us,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/canada,https://psitrends.com/ru/canada,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/switzerland,https://psitrends.com/ru/switzerland,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/norway,https://psitrends.com/ru/norway,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/portugal,https://psitrends.com/ru/portugal,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/diving,https://psitrends.com/ru/diving,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/rafting,https://psitrends.com/ru/rafting,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/rock-clambing,https://psitrends.com/ru/rock-clambing,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/packages,https://psitrends.com/ru/packages,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/your-profile,https://psitrends.com/ru/your-profile?view=login,KEEP_EXISTING_REDIRECT,No route mutation,Preserve observed existing destination; no new blanket redirect
https://psitrends.com/ru/submit-an-article,https://psitrends.com/ru/submit-an-article,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/thank-you,https://psitrends.com/ru/thank-you,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/fest,https://psitrends.com/ru/fest,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/biz,https://psitrends.com/biz,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/qx-heading-tizb9,https://psitrends.com/qx-heading-tizb9,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/fest-program-2,https://psitrends.com/ru/fest-program-2,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/fest-prog2,https://psitrends.com/ru/fest-prog2,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/fest-details,https://psitrends.com/ru/fest-details,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/thrpy,https://psitrends.com/thrpy,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/stud-prog/trpy-events,https://psitrends.com/ru/stud-prog/trpy-events,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/stud-prog,https://psitrends.com/ru/stud-prog,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/myst-love,https://psitrends.com/myst-love,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/biz-ru,https://psitrends.com/biz-ru,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/runes-business-ru,https://psitrends.com/runes-business-ru,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/arc-diagn-ru,https://psitrends.com/arc-diagn-ru,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/%D1%81ourse-swap,https://psitrends.com/ru/%D1%81ourse-swap,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/categories,https://psitrends.com/ru/categories,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/business/acceleration-of-movement-towards-goals,https://psitrends.com/business/acceleration-of-movement-towards-goals,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/%D1%81ategories-therapy,https://psitrends.com/ru/%D1%81ategories-therapy,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/%D1%81ategories-train,https://psitrends.com/ru/%D1%81ategories-train,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/therapy/archetypal-support,https://psitrends.com/therapy/archetypal-support,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/course,https://psitrends.com/ru/course,KEEP,No route mutation,Preserve existing URL and content; organize through Academy links without relocation
https://psitrends.com/ru/cat-train-ru/tantra-ru,https://psitrends.com/ru/cat-train-ru/tantra-ru,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/categories-thrpy/myst-love-en,https://psitrends.com/categories-thrpy/myst-love-en,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/cat-train-ru/video-kursy/kurs-grecheskie-misterii-kanal-demetry,https://psitrends.com/ru/cat-train-ru/video-kursy/kurs-grecheskie-misterii-kanal-demetry,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/cat-train-ru/video-kursy/kurs-sila-planet,https://psitrends.com/ru/cat-train-ru/video-kursy/kurs-sila-planet,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/cat-train-ru/video-kursy/meditatsii-sily-i-zashchity,https://psitrends.com/ru/cat-train-ru/video-kursy/meditatsii-sily-i-zashchity,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/cat-train-ru/video-kursy/arkhetipy-majya,https://psitrends.com/ru/cat-train-ru/video-kursy/arkhetipy-majya,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/cat-train-ru/video-kursy/kurs-zhrechestvo-egipta-osiris,https://psitrends.com/ru/cat-train-ru/video-kursy/kurs-zhrechestvo-egipta-osiris,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/cat-train-ru/video-kursy/kurs-misterii-dionisa,https://psitrends.com/ru/cat-train-ru/video-kursy/kurs-misterii-dionisa,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/prerson-thrpy/thrpy,https://psitrends.com/prerson-thrpy/thrpy,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/biznes/uskorenie-dvizheniya-k-tselyam,https://psitrends.com/ru/biznes/uskorenie-dvizheniya-k-tselyam,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/express-ru,https://psitrends.com/ru/express-ru,KEEP_EXISTING_301,Already released; retain regression check,Verified exact locale repair
https://psitrends.com/thrpy-ru,https://psitrends.com/thrpy-ru,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/ru/thrpy-ru/%D0%9E%D0%B1%D1%80%D0%B0%D0%B7%D0%BD%D0%B0%D1%8F%20%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D1%82%D0%B5%D1%80%D0%B0%D0%BF%D0%B8%D1%8F%20-%20%D1%81%D1%82%D0%B0%D1%82%D1%8C%D0%B8,https://psitrends.com/ru/thrpy-ru/%D0%9E%D0%B1%D1%80%D0%B0%D0%B7%D0%BD%D0%B0%D1%8F%20%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D1%82%D0%B5%D1%80%D0%B0%D0%BF%D0%B8%D1%8F%20-%20%D1%81%D1%82%D0%B0%D1%82%D1%8C%D0%B8,KEEP_STATUS_REVIEW_INLINKS,No route mutation,No verified equivalent; repair referring links or underlying error separately
https://psitrends.com/en/canada,https://psitrends.com/canada,KEEP_EXISTING_REDIRECT,No route mutation,Preserve observed existing destination; no new blanket redirect
https://psitrends.com/en/switzerland,https://psitrends.com/switzerland,KEEP_EXISTING_REDIRECT,No route mutation,Preserve observed existing destination; no new blanket redirect
https://psitrends.com/en/norway,https://psitrends.com/norway,KEEP_EXISTING_REDIRECT,No route mutation,Preserve observed existing destination; no new blanket redirect
https://psitrends.com/en/portugal,https://psitrends.com/portugal,KEEP_EXISTING_REDIRECT,No route mutation,Preserve observed existing destination; no new blanket redirect
https://psitrends.com/en/diving,https://psitrends.com/diving,KEEP_EXISTING_REDIRECT,No route mutation,Preserve observed existing destination; no new blanket redirect
https://psitrends.com/en/rafting,https://psitrends.com/rafting,KEEP_EXISTING_REDIRECT,No route mutation,Preserve observed existing destination; no new blanket redirect
