url,final_url,locale,status,title,h1,description,canonical,robots,indexability,page_type,content_state,primary_topic,cta,language_quality,claim_types,internal_inlinks,internal_outlinks,crawl_depth,gsc,ga4,backlinks,proposed_action,target_url,owner,decision_status
https://psitrends.com/ru/cat-train-ru/advanced-ru/review-maat-ru,https://psitrends.com/ru/cat-train-ru/advanced-ru/review-maat-ru,ru,200,Отзывы Мистов Курс МААТ,,,,,HTTP200; canonical/robots/rendered review required,academy/legacy,EDUCATIONAL RESOURCE,academy/legacy,,Legacy copy requires editorial review,,65,44,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/ru/cat-train-ru/advanced-ru/review-maat-ru,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/fest-details,https://psitrends.com/fest-details,en,200,Fest Details,,,,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,Google Form | Telegram,Legacy copy requires editorial review,health-outcome | regulated-title | stale-context,5,41,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/fest-details,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/studies/about-us,https://psitrends.com/studies/about-us,en,200,About us - Academy Of Temple Arts,,Festivals of Holistic Temple Arts. Archetypal business consulting. Archetypal therapy sessions & courses.,,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,WhatsApp,Legacy copy requires editorial review,health-outcome | regulated-title | stale-context,80,39,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/studies/about-us,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/stud-prog/trpy-events,https://psitrends.com/stud-prog/trpy-events,en,200,Archetypal Therapy Academy Nearest Events,,"Andy Li - Certified Psychotherapist, Hypnotherapist, psychologist, Instructor of System & Business Constellations, Master of Reiki, Magister of Egypt & Greece Sacral Temple Mysteries.",,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,Google Form | Telegram | WhatsApp,Legacy copy requires editorial review,financial-outcome | health-outcome | regulated-title,2,41,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/stud-prog/trpy-events,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/studies/master-taory,https://psitrends.com/studies/master-taory,en,200,Shamanic Program Master Of Reiki Yggdrasil - Academy Of Ancient Temple Arts,,Is the principal program of our academy. It is strong and comprehensive technology that gives you the keys to uncover your mental potential and psychic abilities.,,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,Telegram | WhatsApp,Legacy copy requires editorial review,health-outcome | regulated-title | stale-context,80,39,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/studies/master-taory,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/studies/magister-sham-trpi,https://psitrends.com/studies/magister-sham-trpi,en,200,Magister Of Shamanic Therapies - Academy Of Ancient Temple Arts,,SHAMANIC MAGIC. Open Up The World of Unlimitted potentials.,,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,Telegram | WhatsApp,Legacy copy requires editorial review,health-outcome | regulated-title | stale-context,80,39,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/studies/magister-sham-trpi,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/stud-prog,https://psitrends.com/stud-prog,en,200,Studylast,,,,,HTTP200; canonical/robots/rendered review required,academy/legacy,EDUCATIONAL RESOURCE,academy/legacy,,Legacy copy requires editorial review,,2,38,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/stud-prog,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/studies/adv/runes-business,https://psitrends.com/studies/adv/runes-business,en,200,Runes & Buisiness - Academy Of Ancient Temple Arts,,"The program is focused on activating your intuition, extrasensual perception skills, goals planning, situation analyses and management.",,,HTTP200; canonical/robots/rendered review required,business,CLAIM REVIEW,business,Telegram | WhatsApp,Legacy copy requires editorial review,health-outcome | regulated-title | stale-context,80,38,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/studies/adv/runes-business,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/studies/tantra,https://psitrends.com/studies/tantra,en,200,Tantra Reiki System - Academy Of Ancient Temple Arts,,"You will practice: energy healing, situations activation, creating tantric mandalas, creating powerful tantric, artifacts, energy rejuvination, creating deep and sensual connections.",,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,Telegram | WhatsApp,Legacy copy requires editorial review,health-outcome | regulated-title,80,39,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/studies/tantra,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/studies/adv/myst,https://psitrends.com/studies/adv/myst,en,200,Mysteries And Initiations - Academy Of Ancient Cultures,,"Personal initiation into the Channel, consolidation in energies, creation of a mandala, charging a personal artifact in the energies of the Channel.",,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,Google Form | Telegram | WhatsApp,Legacy copy requires editorial review,regulated-title | stale-context,80,38,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/studies/adv/myst,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/studies/master-taory/reiki-faq,https://psitrends.com/studies/master-taory/reiki-faq,en,200,Runic Reiki FAQ,,Joined and remodeled two ancient doctrines about invigorating the reiki energy and about the scandinavian yggdrasil tree’s power.,,,HTTP200; canonical/robots/rendered review required,reiki,CLAIM REVIEW,reiki,,Legacy copy requires editorial review,health-outcome,80,37,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/studies/master-taory/reiki-faq,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/ru/cat-train-ru/advanced-ru/tantra-ru,https://psitrends.com/ru/cat-train-ru/advanced-ru/tantra-ru,ru,200,Система Тантра Рэйки,,,,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,Telegram,Legacy copy requires editorial review,health-outcome | regulated-title,65,45,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/ru/cat-train-ru/advanced-ru/tantra-ru,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/ru/cat-train-ru/advanced-ru/runes-business-ru,https://psitrends.com/ru/cat-train-ru/advanced-ru/runes-business-ru,ru,200,Руны & Бизнес,,,,,HTTP200; canonical/robots/rendered review required,business,CLAIM REVIEW,business,Telegram | WhatsApp,Legacy copy requires editorial review,health-outcome | regulated-title,65,45,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/ru/cat-train-ru/advanced-ru/runes-business-ru,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/ru/cat-train-ru/advanced-ru/myst-ru,https://psitrends.com/ru/cat-train-ru/advanced-ru/myst-ru,ru,200,Мистерии & Инициации,,,,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,Google Form | Telegram | WhatsApp,Legacy copy requires editorial review,health-outcome | regulated-title,65,48,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/ru/cat-train-ru/advanced-ru/myst-ru,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/ru/cat-train-ru/advanced-ru/element,https://psitrends.com/ru/cat-train-ru/advanced-ru/element,ru,200,Магия Стихий,,,,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,Telegram | WhatsApp,Legacy copy requires editorial review,health-outcome | regulated-title,65,45,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/ru/cat-train-ru/advanced-ru/element,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/ru/cat-train-ru/advanced-ru/hypno-love-ru,https://psitrends.com/ru/cat-train-ru/advanced-ru/hypno-love-ru,ru,200,Гипно-Коучинг Любви,,,,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,Telegram | WhatsApp,Legacy copy requires editorial review,health-outcome | regulated-title,65,45,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/ru/cat-train-ru/advanced-ru/hypno-love-ru,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/ru/cat-train-ru/advanced-ru/gypno-egypt,https://psitrends.com/ru/cat-train-ru/advanced-ru/gypno-egypt,ru,200,Гипно-Коучинг Египетский Курс,,,,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,Telegram | WhatsApp,Legacy copy requires editorial review,health-outcome | regulated-title,65,45,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/ru/cat-train-ru/advanced-ru/gypno-egypt,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/%D1%81ourse-swap,https://psitrends.com/%D1%81ourse-swap,en,200,"Видео-курс ""Подкачки""",,,,,HTTP200; canonical/robots/rendered review required,academy/legacy,EDUCATIONAL RESOURCE,academy/legacy,Telegram | WhatsApp,Legacy copy requires editorial review,,2,38,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/%D1%81ourse-swap,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/studies/adv/elemental-en,https://psitrends.com/studies/adv/elemental-en,en,200,Working With A Goal & Elemental Power - Academy Of Archetypal Technologies,,This is a course of settings (initiations) for the minor arcana of the tarot.,,,HTTP200; canonical/robots/rendered review required,academy/legacy,CLAIM REVIEW,academy/legacy,Telegram | WhatsApp,Legacy copy requires editorial review,health-outcome | regulated-title | stale-context,80,38,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/studies/adv/elemental-en,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
https://psitrends.com/ru/archetypal-diagnostics-form-ru,https://psitrends.com/ru/archetypal-diagnostics-form-ru,ru,200,Архетипическая Поддержка,,PsiTrends,,,HTTP200; canonical/robots/rendered review required,academy/legacy,EDUCATIONAL RESOURCE,academy/legacy,,Legacy copy requires editorial review,,1,45,0,PROCESSING—property verified2026-09-22,NOT EXPORTED—do not infer zero,NOT AVAILABLE,UPDATE,https://psitrends.com/ru/archetypal-diagnostics-form-ru,PsiTrends owner,PROPOSAL—no deletion/merge without search and consent evidence
